price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded
9285.5,9293.8,9285.5,9288.26,2018-04-30T04:56:51.0000000Z,2018-04-30T04:56:00.0000000Z,2018-04-30T04:57:00.0000000Z,2018-04-30T04:56:00.0000000Z,20,2.81760833
9278.99,9286.49,9278.99,9284.4,2018-04-30T04:57:56.0000000Z,2018-04-30T04:57:05.0000000Z,2018-04-30T04:58:00.0000000Z,2018-04-30T04:57:00.0000000Z,20,2.87764556
9269.8,9280.63,9269.8,9280.63,2018-04-30T04:58:56.0000000Z,2018-04-30T04:58:00.0000000Z,2018-04-30T04:59:00.0000000Z,2018-04-30T04:58:00.0000000Z,22,5.0345516
9260.11,9269.8,9260.11,9269.8,2018-04-30T04:59:58.0000000Z,2018-04-30T04:59:07.0000000Z,2018-04-30T05:00:00.0000000Z,2018-04-30T04:59:00.0000000Z,22,7.64819061
9267.49,9267.49,9255.75,9260.1,2018-04-30T05:00:57.0000000Z,2018-04-30T05:00:01.0000000Z,2018-04-30T05:01:00.0000000Z,2018-04-30T05:00:00.0000000Z,34,8.42636873
9280.9,9284.99,9258.01,9267.41,2018-04-30T05:01:59.0000000Z,2018-04-30T05:01:02.0000000Z,2018-04-30T05:02:00.0000000Z,2018-04-30T05:01:00.0000000Z,32,10.03894694
9286.3,9288.91,9267.99,9274.31,2018-04-30T05:02:55.0000000Z,2018-04-30T05:02:01.0000000Z,2018-04-30T05:03:00.0000000Z,2018-04-30T05:02:00.0000000Z,38,18.43961155
9289.98,9289.98,9277.84,9282.25,2018-04-30T05:03:58.0000000Z,2018-04-30T05:03:02.0000000Z,2018-04-30T05:04:00.0000000Z,2018-04-30T05:03:00.0000000Z,21,3.009410639
9296.52,9296.62,9285.01,9285.01,2018-04-30T05:04:54.0000000Z,2018-04-30T05:04:06.0000000Z,2018-04-30T05:05:00.0000000Z,2018-04-30T05:04:00.0000000Z,13,0.83888995
9286.42,9296.44,9282.5,9286.44,2018-04-30T05:05:59.0000000Z,2018-04-30T05:05:04.0000000Z,2018-04-30T05:06:00.0000000Z,2018-04-30T05:05:00.0000000Z,8,1.86156171
9298.3,9298.3,9286.83,9286.83,2018-04-30T05:06:59.0000000Z,2018-04-30T05:06:06.0000000Z,2018-04-30T05:07:00.0000000Z,2018-04-30T05:06:00.0000000Z,19,1.59616509
9297.77,9300.0,9291.61,9298.3,2018-04-30T05:07:56.0000000Z,2018-04-30T05:07:03.0000000Z,2018-04-30T05:08:00.0000000Z,2018-04-30T05:07:00.0000000Z,21,4.46679554
9298.58,9305.5,9291.83,9304.28,2018-04-30T05:08:55.0000000Z,2018-04-30T05:08:00.0000000Z,2018-04-30T05:09:00.0000000Z,2018-04-30T05:08:00.0000000Z,25,4.87259703
9298.69,9303.14,9288.81,9298.49,2018-04-30T05:09:57.0000000Z,2018-04-30T05:09:00.0000000Z,2018-04-30T05:10:00.0000000Z,2018-04-30T05:09:00.0000000Z,22,5.10095916
9307.19,9307.19,9288.6,9298.69,2018-04-30T05:10:59.0000000Z,2018-04-30T05:10:05.0000000Z,2018-04-30T05:11:00.0000000Z,2018-04-30T05:10:00.0000000Z,34,2.8443458
9302.89,9307.19,9298.0,9303.05,2018-04-30T05:11:59.0000000Z,2018-04-30T05:11:01.0000000Z,2018-04-30T05:12:00.0000000Z,2018-04-30T05:11:00.0000000Z,11,2.18724501
9291.61,9305.6,9288.28,9302.69,2018-04-30T05:12:57.0000000Z,2018-04-30T05:12:03.0000000Z,2018-04-30T05:13:00.0000000Z,2018-04-30T05:12:00.0000000Z,16,0.65754299
9309.38,9313.27,9292.0,9292.0,2018-04-30T05:13:50.0000000Z,2018-04-30T05:13:02.0000000Z,2018-04-30T05:14:00.0000000Z,2018-04-30T05:13:00.0000000Z,33,3.63006917
9309.39,9314.7,9309.38,9313.27,2018-04-30T05:14:48.0000000Z,2018-04-30T05:14:03.0000000Z,2018-04-30T05:15:00.0000000Z,2018-04-30T05:14:00.0000000Z,22,6.44775238
9315.64,9317.5,9306.26,9314.35,2018-04-30T05:15:59.0000000Z,2018-04-30T05:15:01.0000000Z,2018-04-30T05:16:00.0000000Z,2018-04-30T05:15:00.0000000Z,49,3.85023529
9317.02,9322.89,9315.64,9317.5,2018-04-30T05:16:59.0000000Z,2018-04-30T05:16:00.0000000Z,2018-04-30T05:17:00.0000000Z,2018-04-30T05:16:00.0000000Z,35,5.42620869
9311.29,9321.81,9304.8,9319.24,2018-04-30T05:17:54.0000000Z,2018-04-30T05:17:03.0000000Z,2018-04-30T05:18:00.0000000Z,2018-04-30T05:17:00.0000000Z,53,9.67722967
9302.29,9309.44,9302.29,9307.7,2018-04-30T05:18:58.0000000Z,2018-04-30T05:18:00.0000000Z,2018-04-30T05:19:00.0000000Z,2018-04-30T05:18:00.0000000Z,13,1.95323174
9301.85,9309.6,9300.91,9305.27,2018-04-30T05:19:56.0000000Z,2018-04-30T05:19:00.0000000Z,2018-04-30T05:20:00.0000000Z,2018-04-30T05:19:00.0000000Z,25,4.17804928
9312.24,9312.24,9296.9,9303.39,2018-04-30T05:20:55.0000000Z,2018-04-30T05:20:00.0000000Z,2018-04-30T05:21:00.0000000Z,2018-04-30T05:20:00.0000000Z,25,4.73947116
9312.43,9321.98,9311.33,9311.33,2018-04-30T05:21:58.0000000Z,2018-04-30T05:21:06.0000000Z,2018-04-30T05:22:00.0000000Z,2018-04-30T05:21:00.0000000Z,39,31.38191343
9313.84,9322.99,9312.44,9318.27,2018-04-30T05:22:51.0000000Z,2018-04-30T05:22:01.0000000Z,2018-04-30T05:23:00.0000000Z,2018-04-30T05:22:00.0000000Z,25,1.74683426
9313.2,9322.98,9313.2,9322.98,2018-04-30T05:23:57.0000000Z,2018-04-30T05:23:02.0000000Z,2018-04-30T05:24:00.0000000Z,2018-04-30T05:23:00.0000000Z,18,0.9891155
9324.06,9325.0,9313.2,9313.2,2018-04-30T05:24:57.0000000Z,2018-04-30T05:24:01.0000000Z,2018-04-30T05:25:00.0000000Z,2018-04-30T05:24:00.0000000Z,35,3.63605792
9334.42,9336.41,9324.06,9324.06,2018-04-30T05:25:59.0000000Z,2018-04-30T05:25:02.0000000Z,2018-04-30T05:26:00.0000000Z,2018-04-30T05:25:00.0000000Z,75,10.18431282
9326.23,9334.13,9320.01,9329.95,2018-04-30T05:26:58.0000000Z,2018-04-30T05:26:03.0000000Z,2018-04-30T05:27:00.0000000Z,2018-04-30T05:26:00.0000000Z,27,3.11042044
9330.99,9335.0,9318.93,9326.23,2018-04-30T05:27:59.0000000Z,2018-04-30T05:27:02.0000000Z,2018-04-30T05:28:00.0000000Z,2018-04-30T05:27:00.0000000Z,36,4.95561113
9334.99,9334.99,9329.55,9331.0,2018-04-30T05:28:59.0000000Z,2018-04-30T05:28:00.0000000Z,2018-04-30T05:29:00.0000000Z,2018-04-30T05:28:00.0000000Z,23,2.82226505
9337.58,9337.73,9334.68,9334.99,2018-04-30T05:29:55.0000000Z,2018-04-30T05:29:00.0000000Z,2018-04-30T05:30:00.0000000Z,2018-04-30T05:29:00.0000000Z,54,6.59240764
9346.06,9348.63,9337.59,9337.73,2018-04-30T05:30:55.0000000Z,2018-04-30T05:30:00.0000000Z,2018-04-30T05:31:00.0000000Z,2018-04-30T05:30:00.0000000Z,57,5.22943636
9343.23,9346.07,9337.6,9346.07,2018-04-30T05:31:58.0000000Z,2018-04-30T05:31:00.0000000Z,2018-04-30T05:32:00.0000000Z,2018-04-30T05:31:00.0000000Z,13,3.54748331
9339.98,9341.59,9326.98,9340.0,2018-04-30T05:32:59.0000000Z,2018-04-30T05:32:02.0000000Z,2018-04-30T05:33:00.0000000Z,2018-04-30T05:32:00.0000000Z,32,6.62773496
9334.17,9339.98,9329.09,9339.98,2018-04-30T05:33:51.0000000Z,2018-04-30T05:33:01.0000000Z,2018-04-30T05:34:00.0000000Z,2018-04-30T05:33:00.0000000Z,29,2.47296804
9324.15,9332.9,9312.35,9332.36,2018-04-30T05:34:57.0000000Z,2018-04-30T05:34:01.0000000Z,2018-04-30T05:35:00.0000000Z,2018-04-30T05:34:00.0000000Z,20,5.22175483
9319.14,9323.55,9312.69,9321.99,2018-04-30T05:35:58.0000000Z,2018-04-30T05:35:02.0000000Z,2018-04-30T05:36:00.0000000Z,2018-04-30T05:35:00.0000000Z,22,2.08044071
9309.73,9319.7,9309.61,9319.7,2018-04-30T05:36:58.0000000Z,2018-04-30T05:36:03.0000000Z,2018-04-30T05:37:00.0000000Z,2018-04-30T05:36:00.0000000Z,15,1.13084747
9322.98,9322.98,9309.76,9319.08,2018-04-30T05:37:58.0000000Z,2018-04-30T05:37:03.0000000Z,2018-04-30T05:38:00.0000000Z,2018-04-30T05:37:00.0000000Z,46,8.909903079
9311.68,9322.98,9302.28,9320.44,2018-04-30T05:38:59.0000000Z,2018-04-30T05:38:02.0000000Z,2018-04-30T05:39:00.0000000Z,2018-04-30T05:38:00.0000000Z,26,2.15175657
9310.93,9322.0,9310.28,9310.28,2018-04-30T05:39:59.0000000Z,2018-04-30T05:39:04.0000000Z,2018-04-30T05:40:00.0000000Z,2018-04-30T05:39:00.0000000Z,16,1.57100055
9311.74,9316.81,9305.24,9316.81,2018-04-30T05:40:55.0000000Z,2018-04-30T05:40:02.0000000Z,2018-04-30T05:41:00.0000000Z,2018-04-30T05:40:00.0000000Z,17,1.7578302
9319.1,9319.1,9304.02,9311.74,2018-04-30T05:41:57.0000000Z,2018-04-30T05:41:00.0000000Z,2018-04-30T05:42:00.0000000Z,2018-04-30T05:41:00.0000000Z,30,2.13525283
9321.48,9321.96,9314.68,9314.68,2018-04-30T05:42:54.0000000Z,2018-04-30T05:42:00.0000000Z,2018-04-30T05:43:00.0000000Z,2018-04-30T05:42:00.0000000Z,10,1.62792123
9314.7,9327.84,9314.69,9314.69,2018-04-30T05:43:56.0000000Z,2018-04-30T05:43:01.0000000Z,2018-04-30T05:44:00.0000000Z,2018-04-30T05:43:00.0000000Z,32,1.44785442
9318.0,9322.86,9314.68,9315.39,2018-04-30T05:44:51.0000000Z,2018-04-30T05:44:01.0000000Z,2018-04-30T05:45:00.0000000Z,2018-04-30T05:44:00.0000000Z,17,0.92383009
9321.77,9326.46,9314.68,9318.0,2018-04-30T05:45:57.0000000Z,2018-04-30T05:45:00.0000000Z,2018-04-30T05:46:00.0000000Z,2018-04-30T05:45:00.0000000Z,27,3.12895732
9318.04,9327.7,9315.06,9321.76,2018-04-30T05:46:59.0000000Z,2018-04-30T05:46:06.0000000Z,2018-04-30T05:47:00.0000000Z,2018-04-30T05:46:00.0000000Z,23,2.92276852
9326.4,9326.4,9314.83,9318.04,2018-04-30T05:47:58.0000000Z,2018-04-30T05:47:01.0000000Z,2018-04-30T05:48:00.0000000Z,2018-04-30T05:47:00.0000000Z,30,10.06475724
9327.78,9330.0,9319.47,9326.4,2018-04-30T05:48:58.0000000Z,2018-04-30T05:48:03.0000000Z,2018-04-30T05:49:00.0000000Z,2018-04-30T05:48:00.0000000Z,36,3.72055113
9338.4,9338.76,9327.78,9327.78,2018-04-30T05:49:54.0000000Z,2018-04-30T05:49:01.0000000Z,2018-04-30T05:50:00.0000000Z,2018-04-30T05:49:00.0000000Z,37,1.45504172
9316.91,9338.4,9316.91,9338.4,2018-04-30T05:50:59.0000000Z,2018-04-30T05:50:00.0000000Z,2018-04-30T05:51:00.0000000Z,2018-04-30T05:50:00.0000000Z,24,1.54014428
9323.99,9328.38,9314.09,9327.96,2018-04-30T05:51:59.0000000Z,2018-04-30T05:51:04.0000000Z,2018-04-30T05:52:00.0000000Z,2018-04-30T05:51:00.0000000Z,33,4.04236693
9340.39,9340.39,9314.8,9323.99,2018-04-30T05:52:57.0000000Z,2018-04-30T05:52:00.0000000Z,2018-04-30T05:53:00.0000000Z,2018-04-30T05:52:00.0000000Z,43,0.96024385
9341.99,9341.99,9339.96,9339.96,2018-04-30T05:53:51.0000000Z,2018-04-30T05:53:00.0000000Z,2018-04-30T05:54:00.0000000Z,2018-04-30T05:53:00.0000000Z,17,0.24236338
9341.98,9341.99,9334.72,9341.99,2018-04-30T05:54:46.0000000Z,2018-04-30T05:54:01.0000000Z,2018-04-30T05:55:00.0000000Z,2018-04-30T05:54:00.0000000Z,8,0.24992283
9349.5,9350.1,9338.13,9341.98,2018-04-30T05:55:56.0000000Z,2018-04-30T05:55:01.0000000Z,2018-04-30T05:56:00.0000000Z,2018-04-30T05:55:00.0000000Z,36,5.03681156
9345.97,9350.09,9338.49,9338.49,2018-04-30T05:56:58.0000000Z,2018-04-30T05:56:01.0000000Z,2018-04-30T05:57:00.0000000Z,2018-04-30T05:56:00.0000000Z,28,2.89898243
9338.33,9345.99,9330.0,9342.82,2018-04-30T05:57:58.0000000Z,2018-04-30T05:57:08.0000000Z,2018-04-30T05:58:00.0000000Z,2018-04-30T05:57:00.0000000Z,40,3.74207117
9335.74,9349.94,9330.94,9343.99,2018-04-30T05:58:59.0000000Z,2018-04-30T05:58:08.0000000Z,2018-04-30T05:59:00.0000000Z,2018-04-30T05:58:00.0000000Z,57,2.24374425
9337.66,9349.9,9335.8,9335.8,2018-04-30T05:59:57.0000000Z,2018-04-30T05:59:01.0000000Z,2018-04-30T06:00:00.0000000Z,2018-04-30T05:59:00.0000000Z,26,1.28374537
9337.7,9349.99,9337.66,9337.66,2018-04-30T06:00:50.0000000Z,2018-04-30T06:00:02.0000000Z,2018-04-30T06:01:00.0000000Z,2018-04-30T06:00:00.0000000Z,21,2.38529625
9338.35,9349.8,9338.35,9349.8,2018-04-30T06:01:50.0000000Z,2018-04-30T06:01:00.0000000Z,2018-04-30T06:02:00.0000000Z,2018-04-30T06:01:00.0000000Z,10,2.48584558
9340.74,9348.14,9323.27,9338.35,2018-04-30T06:02:57.0000000Z,2018-04-30T06:02:00.0000000Z,2018-04-30T06:03:00.0000000Z,2018-04-30T06:02:00.0000000Z,23,3.53036274
9343.35,9349.89,9333.92,9340.74,2018-04-30T06:03:56.0000000Z,2018-04-30T06:03:00.0000000Z,2018-04-30T06:04:00.0000000Z,2018-04-30T06:03:00.0000000Z,39,7.40203114
9350.98,9350.99,9343.46,9349.98,2018-04-30T06:04:57.0000000Z,2018-04-30T06:04:07.0000000Z,2018-04-30T06:05:00.0000000Z,2018-04-30T06:04:00.0000000Z,28,15.01932661
9342.94,9350.09,9335.2,9343.47,2018-04-30T06:05:58.0000000Z,2018-04-30T06:05:07.0000000Z,2018-04-30T06:06:00.0000000Z,2018-04-30T06:05:00.0000000Z,17,4.08659311
9338.98,9342.94,9330.91,9342.94,2018-04-30T06:06:58.0000000Z,2018-04-30T06:06:07.0000000Z,2018-04-30T06:07:00.0000000Z,2018-04-30T06:06:00.0000000Z,19,1.48635007
9338.97,9338.98,9330.91,9338.98,2018-04-30T06:07:55.0000000Z,2018-04-30T06:07:02.0000000Z,2018-04-30T06:08:00.0000000Z,2018-04-30T06:07:00.0000000Z,7,0.12873528
9350.1,9350.1,9338.97,9338.97,2018-04-30T06:08:41.0000000Z,2018-04-30T06:08:00.0000000Z,2018-04-30T06:09:00.0000000Z,2018-04-30T06:08:00.0000000Z,31,4.14769629
9335.42,9343.6,9335.3,9335.31,2018-04-30T06:09:59.0000000Z,2018-04-30T06:09:14.0000000Z,2018-04-30T06:10:00.0000000Z,2018-04-30T06:09:00.0000000Z,11,1.48295866
9325.22,9335.3,9320.38,9335.3,2018-04-30T06:10:58.0000000Z,2018-04-30T06:10:03.0000000Z,2018-04-30T06:11:00.0000000Z,2018-04-30T06:10:00.0000000Z,58,13.36673551
9322.35,9332.8,9315.31,9325.22,2018-04-30T06:11:45.0000000Z,2018-04-30T06:11:00.0000000Z,2018-04-30T06:12:00.0000000Z,2018-04-30T06:11:00.0000000Z,28,3.0760175
9295.55,9323.92,9280.71,9323.92,2018-04-30T06:12:59.0000000Z,2018-04-30T06:12:00.0000000Z,2018-04-30T06:13:00.0000000Z,2018-04-30T06:12:00.0000000Z,52,20.11898689
9317.6,9330.34,9298.67,9298.67,2018-04-30T06:13:51.0000000Z,2018-04-30T06:13:00.0000000Z,2018-04-30T06:14:00.0000000Z,2018-04-30T06:13:00.0000000Z,51,29.75249171
9299.25,9321.31,9299.25,9314.45,2018-04-30T06:14:56.0000000Z,2018-04-30T06:14:00.0000000Z,2018-04-30T06:15:00.0000000Z,2018-04-30T06:14:00.0000000Z,18,2.8462044
9310.27,9314.49,9305.12,9314.49,2018-04-30T06:15:55.0000000Z,2018-04-30T06:15:02.0000000Z,2018-04-30T06:16:00.0000000Z,2018-04-30T06:15:00.0000000Z,15,5.02146014
9312.13,9314.88,9310.27,9310.27,2018-04-30T06:16:32.0000000Z,2018-04-30T06:16:02.0000000Z,2018-04-30T06:17:00.0000000Z,2018-04-30T06:16:00.0000000Z,14,3.56798704
9311.52,9327.9,9300.98,9326.99,2018-04-30T06:17:48.0000000Z,2018-04-30T06:17:02.0000000Z,2018-04-30T06:18:00.0000000Z,2018-04-30T06:17:00.0000000Z,16,3.05455988
9316.5,9316.5,9302.3,9313.7,2018-04-30T06:18:58.0000000Z,2018-04-30T06:18:03.0000000Z,2018-04-30T06:19:00.0000000Z,2018-04-30T06:18:00.0000000Z,15,3.97705403
9308.6,9322.5,9296.99,9316.46,2018-04-30T06:19:59.0000000Z,2018-04-30T06:19:03.0000000Z,2018-04-30T06:20:00.0000000Z,2018-04-30T06:19:00.0000000Z,27,4.37251828
9304.23,9304.55,9288.25,9304.07,2018-04-30T06:20:59.0000000Z,2018-04-30T06:20:09.0000000Z,2018-04-30T06:21:00.0000000Z,2018-04-30T06:20:00.0000000Z,31,13.53624547
9289.0,9301.15,9288.53,9290.55,2018-04-30T06:21:59.0000000Z,2018-04-30T06:21:04.0000000Z,2018-04-30T06:22:00.0000000Z,2018-04-30T06:21:00.0000000Z,19,3.45255499
9297.01,9301.73,9288.77,9288.77,2018-04-30T06:22:57.0000000Z,2018-04-30T06:22:00.0000000Z,2018-04-30T06:23:00.0000000Z,2018-04-30T06:22:00.0000000Z,15,2.74735157
9283.99,9308.1,9283.99,9297.03,2018-04-30T06:23:56.0000000Z,2018-04-30T06:23:00.0000000Z,2018-04-30T06:24:00.0000000Z,2018-04-30T06:23:00.0000000Z,42,10.11950693
9280.72,9292.39,9280.72,9292.39,2018-04-30T06:24:56.0000000Z,2018-04-30T06:24:02.0000000Z,2018-04-30T06:25:00.0000000Z,2018-04-30T06:24:00.0000000Z,24,14.68320513
9270.1,9289.27,9270.1,9282.92,2018-04-30T06:25:59.0000000Z,2018-04-30T06:25:02.0000000Z,2018-04-30T06:26:00.0000000Z,2018-04-30T06:25:00.0000000Z,45,10.12684795
9273.45,9281.65,9266.91,9270.1,2018-04-30T06:26:59.0000000Z,2018-04-30T06:26:00.0000000Z,2018-04-30T06:27:00.0000000Z,2018-04-30T06:26:00.0000000Z,68,22.74752362
9290.1,9290.1,9275.36,9275.36,2018-04-30T06:27:59.0000000Z,2018-04-30T06:27:01.0000000Z,2018-04-30T06:28:00.0000000Z,2018-04-30T06:27:00.0000000Z,57,9.09276497
9295.08,9301.63,9288.82,9288.82,2018-04-30T06:28:47.0000000Z,2018-04-30T06:28:00.0000000Z,2018-04-30T06:29:00.0000000Z,2018-04-30T06:28:00.0000000Z,34,7.56010021
9294.83,9300.38,9287.83,9295.88,2018-04-30T06:29:54.0000000Z,2018-04-30T06:29:01.0000000Z,2018-04-30T06:30:00.0000000Z,2018-04-30T06:29:00.0000000Z,51,10.80671373
9298.6,9298.6,9294.83,9294.83,2018-04-30T06:30:59.0000000Z,2018-04-30T06:30:03.0000000Z,2018-04-30T06:31:00.0000000Z,2018-04-30T06:30:00.0000000Z,20,4.715817049
9306.25,9314.7,9298.54,9302.92,2018-04-30T06:31:59.0000000Z,2018-04-30T06:31:00.0000000Z,2018-04-30T06:32:00.0000000Z,2018-04-30T06:31:00.0000000Z,27,1.50085061
9304.66,9309.96,9299.7,9303.31,2018-04-30T06:32:59.0000000Z,2018-04-30T06:32:00.0000000Z,2018-04-30T06:33:00.0000000Z,2018-04-30T06:32:00.0000000Z,33,6.23718451
9305.37,9309.97,9304.66,9304.66,2018-04-30T06:33:50.0000000Z,2018-04-30T06:33:00.0000000Z,2018-04-30T06:34:00.0000000Z,2018-04-30T06:33:00.0000000Z,23,2.46807547
9316.91,9316.91,9304.69,9304.69,2018-04-30T06:34:55.0000000Z,2018-04-30T06:34:00.0000000Z,2018-04-30T06:35:00.0000000Z,2018-04-30T06:34:00.0000000Z,24,2.28833225
9314.59,9316.91,9307.11,9309.01,2018-04-30T06:35:51.0000000Z,2018-04-30T06:35:01.0000000Z,2018-04-30T06:36:00.0000000Z,2018-04-30T06:35:00.0000000Z,14,0.90617231
9307.24,9321.62,9307.11,9316.13,2018-04-30T06:36:56.0000000Z,2018-04-30T06:36:01.0000000Z,2018-04-30T06:37:00.0000000Z,2018-04-30T06:36:00.0000000Z,33,21.57357973
9316.64,9316.81,9306.59,9310.01,2018-04-30T06:37:57.0000000Z,2018-04-30T06:37:00.0000000Z,2018-04-30T06:38:00.0000000Z,2018-04-30T06:37:00.0000000Z,33,4.76640623
9300.0,9316.63,9297.83,9311.2,2018-04-30T06:38:59.0000000Z,2018-04-30T06:38:02.0000000Z,2018-04-30T06:39:00.0000000Z,2018-04-30T06:38:00.0000000Z,18,2.06758618
9291.66,9300.0,9291.66,9300.0,2018-04-30T06:39:58.0000000Z,2018-04-30T06:39:01.0000000Z,2018-04-30T06:40:00.0000000Z,2018-04-30T06:39:00.0000000Z,17,4.65272881
9283.54,9299.85,9283.54,9291.67,2018-04-30T06:40:59.0000000Z,2018-04-30T06:40:00.0000000Z,2018-04-30T06:41:00.0000000Z,2018-04-30T06:40:00.0000000Z,36,4.12156442
9291.0,9299.99,9289.68,9298.0,2018-04-30T06:41:57.0000000Z,2018-04-30T06:41:00.0000000Z,2018-04-30T06:42:00.0000000Z,2018-04-30T06:41:00.0000000Z,24,1.72574318
9291.49,9299.98,9291.0,9294.4,2018-04-30T06:42:56.0000000Z,2018-04-30T06:42:03.0000000Z,2018-04-30T06:43:00.0000000Z,2018-04-30T06:42:00.0000000Z,15,2.07442702
9320.0,9320.0,9299.96,9299.98,2018-04-30T06:43:59.0000000Z,2018-04-30T06:43:03.0000000Z,2018-04-30T06:44:00.0000000Z,2018-04-30T06:43:00.0000000Z,38,2.61569982
9310.78,9326.25,9309.8,9320.0,2018-04-30T06:44:55.0000000Z,2018-04-30T06:44:00.0000000Z,2018-04-30T06:45:00.0000000Z,2018-04-30T06:44:00.0000000Z,31,1.3981312
9310.78,9310.78,9310.65,9310.78,2018-04-30T06:45:50.0000000Z,2018-04-30T06:45:05.0000000Z,2018-04-30T06:46:00.0000000Z,2018-04-30T06:45:00.0000000Z,7,0.43111733
9296.77,9310.78,9296.74,9309.7,2018-04-30T06:46:59.0000000Z,2018-04-30T06:46:00.0000000Z,2018-04-30T06:47:00.0000000Z,2018-04-30T06:46:00.0000000Z,20,0.81450067
9308.76,9309.3,9296.74,9297.67,2018-04-30T06:47:56.0000000Z,2018-04-30T06:47:02.0000000Z,2018-04-30T06:48:00.0000000Z,2018-04-30T06:47:00.0000000Z,15,0.86290326
9292.01,9307.91,9291.76,9300.01,2018-04-30T06:48:56.0000000Z,2018-04-30T06:48:04.0000000Z,2018-04-30T06:49:00.0000000Z,2018-04-30T06:48:00.0000000Z,17,2.6902881
9300.97,9301.99,9291.03,9291.43,2018-04-30T06:49:52.0000000Z,2018-04-30T06:49:01.0000000Z,2018-04-30T06:50:00.0000000Z,2018-04-30T06:49:00.0000000Z,13,2.04200575
9300.88,9300.88,9291.04,9291.04,2018-04-30T06:50:59.0000000Z,2018-04-30T06:50:02.0000000Z,2018-04-30T06:51:00.0000000Z,2018-04-30T06:50:00.0000000Z,21,1.59478927
9311.5,9311.98,9301.23,9301.67,2018-04-30T06:51:57.0000000Z,2018-04-30T06:51:03.0000000Z,2018-04-30T06:52:00.0000000Z,2018-04-30T06:51:00.0000000Z,18,3.31565829
9300.32,9311.49,9299.52,9311.41,2018-04-30T06:52:58.0000000Z,2018-04-30T06:52:01.0000000Z,2018-04-30T06:53:00.0000000Z,2018-04-30T06:52:00.0000000Z,25,6.17488894
9303.68,9314.16,9300.17,9300.55,2018-04-30T06:53:58.0000000Z,2018-04-30T06:53:01.0000000Z,2018-04-30T06:54:00.0000000Z,2018-04-30T06:53:00.0000000Z,23,3.07835103
9321.09,9321.11,9304.26,9304.26,2018-04-30T06:54:59.0000000Z,2018-04-30T06:54:03.0000000Z,2018-04-30T06:55:00.0000000Z,2018-04-30T06:54:00.0000000Z,16,3.55407693
9316.25,9321.09,9310.59,9314.13,2018-04-30T06:55:59.0000000Z,2018-04-30T06:55:00.0000000Z,2018-04-30T06:56:00.0000000Z,2018-04-30T06:55:00.0000000Z,19,1.17097666
9305.93,9319.17,9305.93,9316.23,2018-04-30T06:56:59.0000000Z,2018-04-30T06:56:02.0000000Z,2018-04-30T06:57:00.0000000Z,2018-04-30T06:56:00.0000000Z,20,4.58859441
9309.94,9309.94,9299.18,9305.93,2018-04-30T06:57:55.0000000Z,2018-04-30T06:57:01.0000000Z,2018-04-30T06:58:00.0000000Z,2018-04-30T06:57:00.0000000Z,13,1.20336927
9305.74,9311.48,9295.61,9300.45,2018-04-30T06:58:50.0000000Z,2018-04-30T06:58:00.0000000Z,2018-04-30T06:59:00.0000000Z,2018-04-30T06:58:00.0000000Z,11,1.19662762
9292.02,9306.54,9292.02,9306.54,2018-04-30T06:59:51.0000000Z,2018-04-30T06:59:02.0000000Z,2018-04-30T07:00:00.0000000Z,2018-04-30T06:59:00.0000000Z,11,0.46075084
9295.99,9303.49,9291.81,9292.02,2018-04-30T07:00:46.0000000Z,2018-04-30T07:00:06.0000000Z,2018-04-30T07:01:00.0000000Z,2018-04-30T07:00:00.0000000Z,21,6.06262168
9303.05,9309.08,9296.12,9303.54,2018-04-30T07:01:57.0000000Z,2018-04-30T07:01:06.0000000Z,2018-04-30T07:02:00.0000000Z,2018-04-30T07:01:00.0000000Z,16,4.75730584
9303.06,9311.8,9303.06,9303.08,2018-04-30T07:02:59.0000000Z,2018-04-30T07:02:01.0000000Z,2018-04-30T07:03:00.0000000Z,2018-04-30T07:02:00.0000000Z,20,1.59861795
9290.87,9303.0,9280.0,9303.0,2018-04-30T07:03:57.0000000Z,2018-04-30T07:03:01.0000000Z,2018-04-30T07:04:00.0000000Z,2018-04-30T07:03:00.0000000Z,51,65.3601748
9281.76,9296.13,9281.76,9296.13,2018-04-30T07:04:58.0000000Z,2018-04-30T07:04:12.0000000Z,2018-04-30T07:05:00.0000000Z,2018-04-30T07:04:00.0000000Z,23,4.05808931
9274.95,9288.88,9274.95,9288.88,2018-04-30T07:05:56.0000000Z,2018-04-30T07:05:01.0000000Z,2018-04-30T07:06:00.0000000Z,2018-04-30T07:05:00.0000000Z,38,23.9206571
9265.0,9274.81,9261.11,9274.6,2018-04-30T07:06:59.0000000Z,2018-04-30T07:06:01.0000000Z,2018-04-30T07:07:00.0000000Z,2018-04-30T07:06:00.0000000Z,54,10.32697406
9251.35,9265.0,9251.35,9265.0,2018-04-30T07:07:57.0000000Z,2018-04-30T07:07:02.0000000Z,2018-04-30T07:08:00.0000000Z,2018-04-30T07:07:00.0000000Z,67,20.02081817
9244.23,9254.7,9238.52,9251.35,2018-04-30T07:08:59.0000000Z,2018-04-30T07:08:01.0000000Z,2018-04-30T07:09:00.0000000Z,2018-04-30T07:08:00.0000000Z,62,17.23724001
9246.0,9256.34,9240.13,9240.13,2018-04-30T07:09:59.0000000Z,2018-04-30T07:09:00.0000000Z,2018-04-30T07:10:00.0000000Z,2018-04-30T07:09:00.0000000Z,61,14.69805753
