price_close,price_high,price_low,price_open,time_close,time_open,time_period_end,time_period_start,trades_count,volume_traded
9368.6,9380.0,9368.6,9379.98,2018-04-30T00:33:58.0000000Z,2018-04-30T00:33:03.0000000Z,2018-04-30T00:34:00.0000000Z,2018-04-30T00:33:00.0000000Z,27,3.03044052
9375.59,9378.19,9365.46,9368.59,2018-04-30T00:34:52.0000000Z,2018-04-30T00:34:00.0000000Z,2018-04-30T00:35:00.0000000Z,2018-04-30T00:34:00.0000000Z,22,1.65376088
9365.98,9374.34,9365.45,9373.99,2018-04-30T00:35:57.0000000Z,2018-04-30T00:35:00.0000000Z,2018-04-30T00:36:00.0000000Z,2018-04-30T00:35:00.0000000Z,35,4.15295378
9375.98,9375.98,9361.44,9368.74,2018-04-30T00:36:50.0000000Z,2018-04-30T00:36:00.0000000Z,2018-04-30T00:37:00.0000000Z,2018-04-30T00:36:00.0000000Z,32,14.0408351
9380.0,9380.0,9368.22,9368.31,2018-04-30T00:37:53.0000000Z,2018-04-30T00:37:01.0000000Z,2018-04-30T00:38:00.0000000Z,2018-04-30T00:37:00.0000000Z,20,1.3736581
9377.98,9377.98,9368.38,9377.98,2018-04-30T00:38:56.0000000Z,2018-04-30T00:38:11.0000000Z,2018-04-30T00:39:00.0000000Z,2018-04-30T00:38:00.0000000Z,10,0.93027702
9368.92,9377.98,9368.92,9377.98,2018-04-30T00:39:52.0000000Z,2018-04-30T00:39:03.0000000Z,2018-04-30T00:40:00.0000000Z,2018-04-30T00:39:00.0000000Z,6,0.4658179
9377.19,9377.95,9368.92,9368.92,2018-04-30T00:40:59.0000000Z,2018-04-30T00:40:02.0000000Z,2018-04-30T00:41:00.0000000Z,2018-04-30T00:40:00.0000000Z,15,2.57202563
9377.13,9377.19,9368.94,9377.19,2018-04-30T00:41:58.0000000Z,2018-04-30T00:41:01.0000000Z,2018-04-30T00:42:00.0000000Z,2018-04-30T00:41:00.0000000Z,16,2.82952719
9359.79,9377.13,9344.01,9373.77,2018-04-30T00:42:56.0000000Z,2018-04-30T00:42:03.0000000Z,2018-04-30T00:43:00.0000000Z,2018-04-30T00:42:00.0000000Z,44,15.2977007
9355.98,9355.98,9355.34,9355.34,2018-04-30T00:43:44.0000000Z,2018-04-30T00:43:01.0000000Z,2018-04-30T00:44:00.0000000Z,2018-04-30T00:43:00.0000000Z,16,2.07476779
9346.74,9355.98,9341.0,9355.98,2018-04-30T00:44:59.0000000Z,2018-04-30T00:44:04.0000000Z,2018-04-30T00:45:00.0000000Z,2018-04-30T00:44:00.0000000Z,28,5.87392798
9348.98,9351.21,9325.52,9340.36,2018-04-30T00:45:56.0000000Z,2018-04-30T00:45:00.0000000Z,2018-04-30T00:46:00.0000000Z,2018-04-30T00:45:00.0000000Z,58,10.81395129
9347.98,9348.73,9334.1,9334.11,2018-04-30T00:46:55.0000000Z,2018-04-30T00:46:00.0000000Z,2018-04-30T00:47:00.0000000Z,2018-04-30T00:46:00.0000000Z,36,4.21400426
9360.98,9361.0,9337.06,9337.06,2018-04-30T00:47:58.0000000Z,2018-04-30T00:47:00.0000000Z,2018-04-30T00:48:00.0000000Z,2018-04-30T00:47:00.0000000Z,63,5.87776178
9377.2,9377.2,9360.27,9360.27,2018-04-30T00:48:58.0000000Z,2018-04-30T00:48:00.0000000Z,2018-04-30T00:49:00.0000000Z,2018-04-30T00:48:00.0000000Z,57,5.12269402
9370.74,9377.2,9361.33,9377.2,2018-04-30T00:49:58.0000000Z,2018-04-30T00:49:06.0000000Z,2018-04-30T00:50:00.0000000Z,2018-04-30T00:49:00.0000000Z,32,6.627458449
9362.85,9377.2,9362.85,9365.12,2018-04-30T00:50:59.0000000Z,2018-04-30T00:50:06.0000000Z,2018-04-30T00:51:00.0000000Z,2018-04-30T00:50:00.0000000Z,32,2.8765202
9377.99,9377.99,9373.05,9373.23,2018-04-30T00:51:57.0000000Z,2018-04-30T00:51:08.0000000Z,2018-04-30T00:52:00.0000000Z,2018-04-30T00:51:00.0000000Z,21,1.87406649
9372.08,9380.0,9369.72,9369.74,2018-04-30T00:52:58.0000000Z,2018-04-30T00:52:02.0000000Z,2018-04-30T00:53:00.0000000Z,2018-04-30T00:52:00.0000000Z,56,3.31622576
9385.24,9385.24,9374.2,9379.99,2018-04-30T00:53:58.0000000Z,2018-04-30T00:53:13.0000000Z,2018-04-30T00:54:00.0000000Z,2018-04-30T00:53:00.0000000Z,25,1.192504
9392.05,9393.8,9376.29,9385.24,2018-04-30T00:54:59.0000000Z,2018-04-30T00:54:03.0000000Z,2018-04-30T00:55:00.0000000Z,2018-04-30T00:54:00.0000000Z,56,3.98787078
9393.51,9394.0,9380.77,9392.04,2018-04-30T00:55:54.0000000Z,2018-04-30T00:55:03.0000000Z,2018-04-30T00:56:00.0000000Z,2018-04-30T00:55:00.0000000Z,30,1.71741113
9393.68,9393.98,9381.04,9393.5,2018-04-30T00:56:59.0000000Z,2018-04-30T00:56:01.0000000Z,2018-04-30T00:57:00.0000000Z,2018-04-30T00:56:00.0000000Z,15,2.70009279
9385.45,9393.98,9383.71,9383.71,2018-04-30T00:57:55.0000000Z,2018-04-30T00:57:03.0000000Z,2018-04-30T00:58:00.0000000Z,2018-04-30T00:57:00.0000000Z,10,0.1785273
9393.98,9393.98,9385.31,9385.31,2018-04-30T00:58:55.0000000Z,2018-04-30T00:58:05.0000000Z,2018-04-30T00:59:00.0000000Z,2018-04-30T00:58:00.0000000Z,12,0.33584588
9413.21,9414.52,9393.98,9393.98,2018-04-30T00:59:58.0000000Z,2018-04-30T00:59:04.0000000Z,2018-04-30T01:00:00.0000000Z,2018-04-30T00:59:00.0000000Z,58,7.68834215
9397.7,9413.98,9397.68,9413.98,2018-04-30T01:00:56.0000000Z,2018-04-30T01:00:01.0000000Z,2018-04-30T01:01:00.0000000Z,2018-04-30T01:00:00.0000000Z,20,1.98695438
9405.98,9405.98,9397.71,9397.71,2018-04-30T01:01:56.0000000Z,2018-04-30T01:01:06.0000000Z,2018-04-30T01:02:00.0000000Z,2018-04-30T01:01:00.0000000Z,9,1.10328859
9411.15,9411.25,9399.76,9405.98,2018-04-30T01:02:57.0000000Z,2018-04-30T01:02:01.0000000Z,2018-04-30T01:03:00.0000000Z,2018-04-30T01:02:00.0000000Z,21,0.90959445
9413.85,9414.51,9404.05,9404.63,2018-04-30T01:03:57.0000000Z,2018-04-30T01:03:07.0000000Z,2018-04-30T01:04:00.0000000Z,2018-04-30T01:03:00.0000000Z,17,1.08065993
9414.51,9414.52,9404.4,9413.85,2018-04-30T01:04:48.0000000Z,2018-04-30T01:04:00.0000000Z,2018-04-30T01:05:00.0000000Z,2018-04-30T01:04:00.0000000Z,11,0.31967611
9418.99,9418.99,9407.11,9407.11,2018-04-30T01:05:58.0000000Z,2018-04-30T01:05:03.0000000Z,2018-04-30T01:06:00.0000000Z,2018-04-30T01:05:00.0000000Z,14,0.25586878
9412.01,9420.4,9412.01,9414.01,2018-04-30T01:06:53.0000000Z,2018-04-30T01:06:16.0000000Z,2018-04-30T01:07:00.0000000Z,2018-04-30T01:06:00.0000000Z,7,2.17375744
9403.31,9420.39,9403.31,9420.34,2018-04-30T01:07:57.0000000Z,2018-04-30T01:07:03.0000000Z,2018-04-30T01:08:00.0000000Z,2018-04-30T01:07:00.0000000Z,14,4.97625378
9417.9,9417.9,9412.05,9412.05,2018-04-30T01:08:49.0000000Z,2018-04-30T01:08:04.0000000Z,2018-04-30T01:09:00.0000000Z,2018-04-30T01:08:00.0000000Z,7,0.88294158
9410.98,9410.98,9403.41,9403.44,2018-04-30T01:09:55.0000000Z,2018-04-30T01:09:24.0000000Z,2018-04-30T01:10:00.0000000Z,2018-04-30T01:09:00.0000000Z,7,1.89849906
9409.95,9411.04,9409.95,9411.01,2018-04-30T01:10:40.0000000Z,2018-04-30T01:10:00.0000000Z,2018-04-30T01:11:00.0000000Z,2018-04-30T01:10:00.0000000Z,5,0.22508889
9409.99,9409.99,9409.47,9409.47,2018-04-30T01:11:45.0000000Z,2018-04-30T01:11:00.0000000Z,2018-04-30T01:12:00.0000000Z,2018-04-30T01:11:00.0000000Z,3,0.08364993
