data_end,data_orderbook_end,data_orderbook_start,data_quote_end,data_quote_start,data_start,data_symbols_count,data_trade_count,data_trade_end,data_trade_start,exchange_id,name,website
2018-05-05,2018-05-05T13:19:51.1881717Z,2018-01-24T00:21:29.5498424Z,2018-05-05T13:19:51.1881717Z,2018-01-24T00:21:29.5498424Z,2018-01-24,17,296644.0,2018-05-05T13:17:41.0000000Z,2018-01-24T18:46:55.0000000Z,BTCTRADEUA,BTC Trade UA,https://btc-trade.com.ua/
2017-10-13,2017-10-13T11:04:34.3376757Z,2017-03-14T20:03:53.7061506Z,2017-10-13T11:04:34.3376757Z,2017-03-14T20:03:53.7061506Z,2016-03-27,2,204837.0,2017-10-13T10:45:09.0000000Z,2016-03-27T23:17:37.0000000Z,BTCX,bt.cx,https://bt.cx/en/
2018-05-05,2018-05-05T13:20:04.1426789Z,2018-01-24T00:21:49.7672137Z,2018-05-05T13:20:04.1426789Z,2018-01-24T00:21:49.7672137Z,2018-01-16,11,175927.0,2018-05-05T19:19:31.0000000Z,2018-01-16T08:05:06.0000000Z,KUNA,Kuna,https://kuna.io/
2018-05-05,2018-05-05T13:21:22.6300000Z,2018-01-24T00:21:43.7267644Z,2018-05-05T13:21:22.6300000Z,2018-01-24T00:21:43.7267644Z,2017-12-26,42,105257.0,2018-05-05T13:20:21.7710000Z,2017-12-26T11:45:54.9730000Z,BRAZILIEX,Braziliex,https://braziliex.com/
2018-04-09,2018-04-09T06:39:22.7580000Z,2018-01-24T00:21:35.8644461Z,2018-04-09T06:39:22.7580000Z,2018-01-24T00:21:35.8644461Z,2013-01-07,2,93930.0,2018-02-27T04:44:43.0000000Z,2013-01-07T06:17:04.0000000Z,FYBSG,FYB-SG,https://www.fybsg.com/
2018-03-09,2018-03-09T23:30:06.7432183Z,2017-03-14T20:04:56.4842821Z,2018-03-09T23:30:06.7432183Z,2017-03-14T20:04:56.4842821Z,2013-09-28,22,81930.0,2017-08-18T16:48:12.0000000Z,2013-09-28T22:40:50.0000000Z,YUNBI,YUNBI,https://yunbi.com/
2018-05-05,2018-05-05T13:17:39.3091555Z,2017-08-29T15:47:11.5174742Z,2018-05-05T13:17:39.3091555Z,2017-08-29T15:47:11.5174742Z,2017-08-26,2,57871.0,2018-05-05T13:13:41.0000000Z,2017-08-26T12:22:43.0000000Z,BITKONAN,BitKonan,https://bitkonan.com/
2018-04-09,2018-04-09T08:05:51.3851943Z,2018-01-24T00:21:52.7701638Z,2018-04-09T08:05:51.3851943Z,2018-01-24T00:21:52.7701638Z,2013-07-15,1,21655.0,2018-02-26T14:50:15.0000000Z,2013-07-15T20:40:11.0000000Z,FYBSE,FYB-SE,https://www.fybse.se/
2018-05-05,2018-05-05T12:29:45.6833307Z,2017-09-21T13:35:08.7798904Z,2018-05-05T12:29:45.6833307Z,2017-09-21T13:35:08.7798904Z,2017-09-20,1,18792.0,2018-05-05T11:43:07.8930000Z,2017-09-20T12:51:00.5840000Z,BTCC,BTCC,https://www.btcc.com/
2018-05-05,2018-05-05T13:19:46.6800000Z,2018-01-24T00:21:48.4137019Z,2018-05-05T13:19:46.6800000Z,2018-01-24T00:21:48.4137019Z,2017-09-10,14,17988.0,2018-05-05T10:37:22.0000000Z,2017-09-10T07:59:21.0000000Z,COINGI,Coingi,https://coingi.com/
2018-05-05,2018-05-05T13:12:55.7630000Z,2018-01-24T00:42:37.6443449Z,2018-05-05T13:12:55.7630000Z,2018-01-24T00:42:37.6443449Z,2018-01-23,29,16230.0,2018-04-26T19:05:49.0000000Z,2018-01-23T09:58:13.0000000Z,1BTCXE,1Btcxe,https://1btcxe.com/
2018-05-05,2018-05-05T13:07:15.8630000Z,2018-01-24T00:24:54.6812361Z,2018-05-05T13:07:15.8630000Z,2018-01-24T00:24:54.6812361Z,2017-01-14,112,12935.0,2018-05-04T14:15:49.0000000Z,2017-01-14T17:43:31.0000000Z,NOVA,Novaexchange,https://novaexchange.com/
2018-05-05,2018-05-05T13:19:57.6324888Z,2018-01-24T00:21:31.1076466Z,2018-05-05T13:19:57.6324888Z,2018-01-24T00:21:31.1076466Z,2017-10-12,30,12554.0,2018-05-05T12:59:32.7300000Z,2017-10-12T18:00:10.7250000Z,BITLISH,Bitlish,https://bitlish.com/
2018-04-10,2018-04-10T05:55:15.8720000Z,2018-01-24T00:21:45.2925018Z,2018-04-10T05:55:15.8720000Z,2018-01-24T00:21:45.2925018Z,2018-01-24,1,9861.0,2018-04-10T03:54:07.4020000Z,2018-01-24T18:15:31.9200000Z,COINSECURE,Coinsecure,https://coinsecure.in/
2018-05-05,2018-05-05T13:21:40.2257703Z,2017-08-29T15:47:11.6744609Z,2018-05-05T13:21:40.2257703Z,2017-08-29T15:47:11.6744609Z,2014-03-29,37,2249.0,2018-03-15T15:25:03.0000000Z,2014-03-29T12:09:48.0000000Z,BITBAY,BitBay,https://www.bitbay.net/
