date_t,order,symbol,size,price,fillprice,slippage,slippage_percent,provider,protocol
"2017-08-15 15:39:17.6870",9561100,NZDUSD,1000,0.72386,0.72386,0,0,divisauk_1,primexm_fix44
"2018-03-13 15:00:41.0560",13538751,EURCHF,100000,1.16887,1.16887,0,0,divisa_nz_j,fastmatch
"2017-08-15 18:21:05.7480",9563186,GBPUSD,1000,1.2865,1.2865,0,0,divisa_m,mahi
"2018-02-26 15:05:06.6720",13225786,EURUSD,100000,1.22944,1.22944,0,0,divisa_nz_j_2,hotspot
"2018-02-27 14:56:00.0820",13243149,EURUSD,41000,1.22746,1.22746,0,0,divisa_nz_j_2,hotspot
"2018-02-28 07:22:00.3910",13255421,EURUSD,10000,1.22352,1.22352,0,0,divisa_nz_j_2,hotspot
"2018-02-28 20:30:00.2940",13270980,EURUSD,100000,1.21975,1.21975,0,0,divisa_nz_j_2,hotspot
"2018-03-01 07:52:00.0930",13275737,EURUSD,10000,1.22084,1.22084,0,0,divisa_nz_j_2,hotspot
"2018-03-02 15:02:00.3220",13306864,EURUSD,100000,1.23238,1.23238,0,0,divisa_nz_j_2,hotspot
"2018-03-05 18:45:35.1710",13326637,EURUSD,100000,1.23308,1.23308,0,0,divisa_nz_j_2,hotspot
"2018-03-07 02:37:00.5750",13354665,GBPUSD,100000,1.38941,1.38941,0,0,divisa_nz_j_2,hotspot
"2018-03-07 15:58:05.7130",13365806,GBPUSD,100000,1.38949,1.38949,0,0,divisa_nz_j_2,hotspot
"2018-03-08 08:17:01.5230",13372911,EURUSD,100000,1.24058,1.24058,0,0,divisa_nz_j_2,hotspot
"2018-03-09 12:02:30.1490",13401943,EURUSD,100000,1.2301,1.2301,0,0,divisa_nz_j_2,hotspot
"2018-03-12 16:21:00.4600",13515650,EURGBP,100000,0.88664,0.88664,0,0,divisa_nz_j_2,hotspot
"2018-03-13 04:30:00.4120",13519261,EURUSD,100000,1.23315,1.23315,0,0,divisa_nz_j_2,hotspot
"2018-03-13 12:28:00.5480",13528610,EURCHF,100000,1.1689,1.1689,0,0,divisa_nz_j_2,hotspot
"2017-08-15 15:53:05.3980",9561330,USDCAD,1000,1.27494,1.27494,0,0,divisauk_4,primexm_fix44
"2018-03-16 13:31:00.2730",13600939,EURJPY,100000,130.184,130.184,0,0,divisa_nz_j_2,hotspot
"2018-02-27 12:36:00.2480",13237723,EURUSD,90000,1.23163,1.23163,0,0,divisa_nz_j_2,hotspot
"2018-02-28 01:11:32.6820",13252623,EURUSD,100000,1.22349,1.22349,0,0,divisa_nz_j_2,hotspot
"2018-02-28 15:24:00.5210",13265489,EURUSD,10000,1.21932,1.21932,0,0,divisa_nz_j_2,hotspot
"2018-03-02 07:03:00.0990",13297273,EURUSD,90000,1.22609,1.22609,0,0,divisa_nz_j_2,hotspot
"2018-03-06 11:27:00.4270",13335519,EURUSD,100000,1.23807,1.23807,0,0,divisa_nz_j_2,hotspot
"2018-03-07 11:18:00.5300",13360062,EURUSD,100000,1.24301,1.24301,0,0,divisa_nz_j_2,hotspot
"2018-03-07 23:25:31.4280",13370031,GBPUSD,100000,1.39001,1.39001,0,0,divisa_nz_j,fxcm_fm
"2018-03-09 14:59:00.2220",13407435,EURUSD,100000,1.23116,1.23116,0,0,divisa_nz_j,fxcm_fm
"2017-08-15 15:00:03.6530",9560193,AUDCAD,1000,0.99754,0.99754,0,0,divisauk_1,primexm_fix44
"2018-03-13 08:10:00.6810",13522441,EURUSD,100000,1.23229,1.23229,0,0,divisa_nz_j_2,hotspot
"2017-08-15 15:39:17.6840",9561098,USDCHF,1000,0.9733,0.9733,0,0,divisauk_1,primexm_fix44
"2017-08-15 17:19:27.3590",9562669,USDJPY,3000,110.412,110.412,0,0,divisauk_1,primexm_fix44
"2018-02-27 14:53:00.3870",13243014,EURUSD,59000,1.2274,1.2274,0,0,divisa_nz_j_2,hotspot
"2018-02-28 07:04:00.3170",13255223,EURUSD,100000,1.22337,1.22337,0,0,divisa_nz_j_2,hotspot
"2018-02-28 20:27:00.2020",13270962,EURUSD,100000,1.21993,1.21993,0,0,divisa_nz_j_2,hotspot
"2018-03-01 07:46:00.2220",13275686,EURUSD,100000,1.22097,1.22097,0,0,divisa_nz_j_2,hotspot
"2018-03-01 14:35:00.3060",13283326,EURUSD,100000,1.21762,1.21762,0,0,divisa_nz_j_2,hotspot
"2018-03-02 05:17:00.2520",13295952,EURUSD,90000,1.22754,1.22754,0,0,divisa_nz_j_2,hotspot
"2018-03-05 17:22:13.9010",13325643,EURUSD,100000,1.23341,1.23341,0,0,divisa_nz_j_2,hotspot
"2018-03-07 02:10:01.7280",13354499,GBPUSD,100000,1.3892,1.3892,0,0,divisa_nz_j,fxcm_fm
"2018-03-07 15:20:00.2500",13364532,GBPUSD,100000,1.38735,1.38735,0,0,divisa_nz_j_2,hotspot
"2018-03-08 07:41:59.7510",13372559,GBPUSD,100000,1.39084,1.39084,0,0,divisa_nz_j,fxcm_fm
"2018-03-09 11:33:00.1750",13401645,GBPUSD,100000,1.38209,1.38209,0,0,divisa_nz_j_2,hotspot
"2018-03-12 15:29:00.2930",13514292,EURGBP,100000,0.8867,0.8867,0,0,divisa_nz_j_2,hotspot
"2018-03-13 12:02:30.7020",13528168,EURGBP,100000,0.88783,0.88783,0,0,divisa_nz_j_2,hotspot
"2018-03-16 12:09:30.7320",13599374,EURJPY,100000,130.235,130.235,0,0,divisa_nz_j_2,hotspot
"2017-08-17 16:39:49.5260",9620895,EURUSD,150000,1.17451,1.17451,0,0,divisauk_1,primexm_fix44
"2017-11-03 12:21:30.6010",10653572,EURUSD,1000,1.16534,1.16534,0,0,divisauk_4,primexm_fix44
"2018-02-27 12:03:46.2180",13237446,EURUSD,100000,1.2316,1.2316,0,0,divisa_nz_j_2,hotspot
"2018-02-27 23:37:00.4680",13251542,EURUSD,90000,1.22375,1.22375,0,0,divisa_nz_j_2,hotspot
"2018-02-28 15:18:00.2470",13265359,EURUSD,100000,1.21904,1.21904,0,0,divisa_nz_j_2,hotspot
"2018-03-01 18:25:41.1430",13289700,EURUSD,100000,1.21984,1.21984,0,0,divisa_nz_j_2,hotspot
"2018-03-02 06:59:00.3300",13297199,EURUSD,100000,1.22625,1.22625,0,0,divisa_nz_j_2,hotspot
